timestamp,participantId,afterId,beforeId,goldGain
571926,1.0,0.0,1001.0,300.0
649989,2.0,2055.0,0.0,-30.0
1010084,7.0,0.0,1036.0,350.0
1280564,2.0,0.0,1036.0,350.0
1280864,2.0,0.0,3067.0,400.0
1345076,9.0,0.0,1018.0,600.0
1380616,3.0,0.0,3145.0,615.0
